#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NDC80	XP_005568621.1	9541.XP_005587142.1	9541.XP_005568621.1	0	0	0	0	0.647	0.043	0	0.301	0.743
NDC80	AURKA	9541.XP_005587142.1	9541.XP_005569450.1	0	0	0	0	0.751	0.495	0.505	0.550	0.968
NDC80	NCAPD2	9541.XP_005587142.1	9541.XP_005569965.1	0	0	0	0	0.692	0	0	0.483	0.833
NDC80	ESPL1	9541.XP_005587142.1	9541.XP_005571050.1	0	0	0	0	0.726	0	0	0.573	0.878
NDC80	CDK2	9541.XP_005587142.1	9541.XP_005571205.1	0	0	0	0	0.644	0	0	0.235	0.716
NDC80	XP_005571462.1	9541.XP_005587142.1	9541.XP_005571462.1	0	0	0	0	0.586	0	0	0	0.586
NDC80	MCM2	9541.XP_005587142.1	9541.XP_005571855.1	0	0	0	0	0.669	0.055	0	0	0.673
NDC80	CDK17	9541.XP_005587142.1	9541.XP_005571975.1	0	0	0	0	0.465	0	0	0.235	0.573
NDC80	MCM6	9541.XP_005587142.1	9541.XP_005573099.1	0	0	0	0	0.665	0.107	0	0.059	0.693
NDC80	CDK15	9541.XP_005587142.1	9541.XP_005573997.1	0	0	0	0	0.465	0	0	0.235	0.573
NDC80	NCAPH	9541.XP_005587142.1	9541.XP_005575043.1	0	0	0	0	0.723	0	0	0.483	0.850
NDC80	BUB1	9541.XP_005587142.1	9541.XP_005575307.1	0	0	0	0	0.765	0.868	0.290	0.827	0.995
NDC80	PLK1	9541.XP_005587142.1	9541.XP_005575426.1	0	0	0	0	0.765	0.732	0.621	0.583	0.988
NDC80	MSH6	9541.XP_005587142.1	9541.XP_005575994.1	0	0	0	0	0.678	0.044	0	0.054	0.683
NDC80	SMC6	9541.XP_005587142.1	9541.XP_005576553.1	0.043	0	0	0	0.575	0.404	0	0.181	0.774
NDC80	POLA2	9541.XP_005587142.1	9541.XP_005577355.1	0	0	0	0	0.711	0	0	0	0.711
NDC80	NCAPD3	9541.XP_005587142.1	9541.XP_005580259.1	0	0	0	0	0.728	0	0	0.235	0.783
NDC80	SMC2	9541.XP_005587142.1	9541.XP_005581210.1	0.043	0	0	0	0.756	0.404	0	0.483	0.918
NDC80	SMC5	9541.XP_005587142.1	9541.XP_005581952.1	0.043	0	0	0	0.704	0.404	0	0.181	0.843
NDC80	AURKB	9541.XP_005587142.1	9541.XP_005582896.1	0	0	0	0	0.766	0.495	0.621	0.702	0.984
NDC80	CDC6	9541.XP_005587142.1	9541.XP_005584144.1	0	0	0	0	0.713	0	0	0.171	0.751
NDC80	TOP2A	9541.XP_005587142.1	9541.XP_005584155.1	0	0	0	0	0.766	0.161	0	0.122	0.812
NDC80	KIF18B	9541.XP_005587142.1	9541.XP_005584522.1	0	0	0	0	0.653	0.496	0.157	0.245	0.873
NDC80	KIF19	9541.XP_005587142.1	9541.XP_005584894.1	0	0	0	0	0.592	0.496	0.138	0.245	0.848
NDC80	CCNA1	9541.XP_005587142.1	9541.XP_005585703.1	0	0	0	0	0.697	0.054	0	0.148	0.734
NDC80	RB1	9541.XP_005587142.1	9541.XP_005585892.1	0	0	0	0	0.660	0.078	0	0.215	0.732
NDC80	ESCO1	9541.XP_005587142.1	9541.XP_005587116.1	0	0	0	0	0.652	0	0	0.076	0.664
NDC80	CHTF18	9541.XP_005587142.1	9541.XP_005590877.1	0	0	0	0	0.668	0	0	0	0.668
NDC80	POLD1	9541.XP_005587142.1	9541.XP_005590063.1	0	0	0	0	0.687	0	0	0.061	0.693
NDC80	CCNB3	9541.XP_005587142.1	9541.XP_005593641.1	0	0	0	0	0.669	0.055	0	0.100	0.693
NDC80	POLA1	9541.XP_005587142.1	9541.XP_005593254.1	0	0	0	0	0.716	0	0	0	0.716
NDC80	LIG1	9541.XP_005587142.1	9541.XP_005589781.1	0	0	0	0	0.754	0	0	0	0.754
NDC80	XP_005595939.1	9541.XP_005587142.1	9541.XP_005595939.1	0	0	0	0	0.698	0.092	0	0.238	0.772
NDC80	KIF4A	9541.XP_005587142.1	9541.XP_005593920.1	0	0	0	0	0.697	0.181	0.061	0.384	0.837
NDC80	PLK5	9541.XP_005587142.1	9541.XP_005588682.1	0	0	0	0	0.628	0.574	0.426	0.136	0.910
NDC80	AURKC	9541.XP_005587142.1	9541.XP_005590555.1	0	0	0	0	0.670	0.495	0.436	0.454	0.941
NDC80	SMC1A	9541.XP_005587142.1	9541.XP_005593702.1	0.043	0	0	0	0.674	0.778	0	0.522	0.962
NIPBL	ASPM	9541.XP_005556789.1	9541.XP_005540367.1	0	0	0	0	0.058	0	0	0.485	0.494
NIPBL	TOP2B	9541.XP_005556789.1	9541.XP_005545688.1	0	0	0	0	0.517	0	0	0.213	0.603
NIPBL	STAG1	9541.XP_005556789.1	9541.XP_005545895.1	0	0	0	0	0.649	0.741	0.497	0.540	0.976
NIPBL	SMC4	9541.XP_005556789.1	9541.XP_005546302.1	0	0	0	0	0.657	0.506	0.305	0.783	0.971
NIPBL	STAG3	9541.XP_005556789.1	9541.XP_005549268.1	0	0	0	0	0.649	0.741	0.459	0.454	0.969
NIPBL	XP_005549994.1	9541.XP_005556789.1	9541.XP_005549994.1	0	0	0	0	0	0.403	0	0.112	0.447
NIPBL	NCAPG2	9541.XP_005556789.1	9541.XP_005551342.1	0	0	0	0	0.646	0	0	0.111	0.671
NIPBL	NCAPG	9541.XP_005556789.1	9541.XP_005554603.1	0	0	0	0	0.274	0.112	0	0.527	0.668
NIPBL	PDS5A	9541.XP_005556789.1	9541.XP_005554770.1	0	0	0	0	0.667	0.683	0.544	0.814	0.989
NIPBL	MAD2L1	9541.XP_005556789.1	9541.XP_005555868.1	0	0	0	0	0	0.403	0	0.112	0.447
NIPBL	KIF11	9541.XP_005556789.1	9541.XP_005566011.1	0	0	0	0	0.518	0.133	0	0	0.564
NIPBL	MSH6	9541.XP_005556789.1	9541.XP_005575994.1	0	0	0	0	0.570	0	0	0.082	0.588
NIPBL	CHTF18	9541.XP_005556789.1	9541.XP_005590877.1	0	0	0	0	0.058	0.142	0	0.541	0.596
NIPBL	ESCO1	9541.XP_005556789.1	9541.XP_005587116.1	0	0	0	0	0.092	0.254	0	0.575	0.686
NIPBL	TOP2A	9541.XP_005556789.1	9541.XP_005584155.1	0	0	0	0	0.517	0	0	0.437	0.716
NIPBL	ESCO2	9541.XP_005556789.1	9541.XP_005562980.1	0	0	0	0	0.073	0.254	0	0.660	0.744
NIPBL	NCAPH	9541.XP_005556789.1	9541.XP_005575043.1	0	0	0	0	0.528	0	0	0.518	0.762
NIPBL	NCAPD2	9541.XP_005556789.1	9541.XP_005569965.1	0	0	0	0	0.667	0	0	0.332	0.768
NIPBL	SMC2	9541.XP_005556789.1	9541.XP_005581210.1	0	0	0	0	0.175	0.506	0.305	0.413	0.811
NIPBL	ESPL1	9541.XP_005556789.1	9541.XP_005571050.1	0	0	0	0	0.655	0.395	0	0.632	0.916
NIPBL	SMC6	9541.XP_005556789.1	9541.XP_005576553.1	0	0	0	0	0.660	0.506	0.305	0.439	0.925
NIPBL	REC8	9541.XP_005556789.1	9541.XP_005561003.1	0	0	0	0	0.162	0.743	0.458	0.447	0.926
NIPBL	WAPL	9541.XP_005556789.1	9541.XP_005565313.1	0	0	0	0	0.122	0.152	0.559	0.837	0.939
NIPBL	XP_005568621.1	9541.XP_005556789.1	9541.XP_005568621.1	0	0	0	0	0.162	0.791	0.487	0.530	0.952
NIPBL	SMC5	9541.XP_005556789.1	9541.XP_005581952.1	0	0	0	0	0.675	0.506	0.305	0.629	0.953
NIPBL	SMC1B	9541.XP_005556789.1	9541.XP_005567069.1	0	0	0	0	0.522	0.790	0.490	0.530	0.972
NIPBL	STAG2	9541.XP_005556789.1	9541.XP_005594569.1	0	0	0	0	0.649	0.741	0.495	0.713	0.985
NIPBL	RAD21	9541.XP_005556789.1	9541.XP_005564020.1	0	0	0	0	0.162	0.835	0.564	0.839	0.989
NIPBL	PDS5B	9541.XP_005556789.1	9541.XP_005585665.1	0	0	0	0	0.667	0.683	0.591	0.776	0.989
NIPBL	SMC1A	9541.XP_005556789.1	9541.XP_005593702.1	0	0	0	0	0.522	0.885	0.490	0.813	0.994
NIPBL	SMC3	9541.XP_005556789.1	9541.XP_005566468.1	0	0	0	0	0.675	0.921	0.555	0.838	0.997
NSMCE2	TOP2B	9541.XP_005564110.1	9541.XP_005545688.1	0	0	0	0	0.064	0.182	0	0.333	0.444
NSMCE2	STAG1	9541.XP_005564110.1	9541.XP_005545895.1	0	0	0	0	0.064	0.084	0.623	0.235	0.719
NSMCE2	SMC4	9541.XP_005564110.1	9541.XP_005546302.1	0	0	0	0	0.110	0.514	0.307	0.336	0.774
NSMCE2	STAG3	9541.XP_005564110.1	9541.XP_005549268.1	0	0	0	0	0.064	0.073	0.459	0.139	0.541
NSMCE2	REC8	9541.XP_005564110.1	9541.XP_005561003.1	0	0	0	0	0.064	0.076	0.459	0.235	0.594
NSMCE2	WRN	9541.XP_005564110.1	9541.XP_005563073.1	0	0	0	0	0.064	0.492	0	0.477	0.729
NSMCE2	RAD21	9541.XP_005564110.1	9541.XP_005564020.1	0	0	0	0	0.064	0.115	0.628	0.323	0.763
NSMCE2	TOP2A	9541.XP_005564110.1	9541.XP_005584155.1	0	0	0	0	0.064	0.182	0	0.333	0.444
NSMCE2	XP_005568621.1	9541.XP_005564110.1	9541.XP_005568621.1	0	0	0	0	0.064	0.080	0.485	0.235	0.615
NSMCE2	STAG2	9541.XP_005564110.1	9541.XP_005594569.1	0	0	0	0	0.064	0.115	0.618	0.235	0.725
NSMCE2	SMC1B	9541.XP_005564110.1	9541.XP_005567069.1	0	0	0	0	0.079	0.514	0.538	0.235	0.820
NSMCE2	SMC2	9541.XP_005564110.1	9541.XP_005581210.1	0	0	0	0	0.089	0.514	0.307	0.495	0.824
NSMCE2	SMC1A	9541.XP_005564110.1	9541.XP_005593702.1	0	0	0	0	0.079	0.514	0.617	0.235	0.851
NSMCE2	SMC3	9541.XP_005564110.1	9541.XP_005566468.1	0	0	0	0	0.108	0.514	0.625	0.540	0.915
NSMCE2	SMC6	9541.XP_005564110.1	9541.XP_005576553.1	0	0	0	0	0.097	0.920	0.622	0.661	0.989
NSMCE2	SMC5	9541.XP_005564110.1	9541.XP_005581952.1	0	0	0	0	0.109	0.920	0.584	0.730	0.990
NUF2	REC8	9541.XP_005539887.1	9541.XP_005561003.1	0	0	0	0	0.439	0	0	0.174	0.516
NUF2	XP_005568621.1	9541.XP_005539887.1	9541.XP_005568621.1	0	0	0	0	0.439	0	0	0.174	0.516
NUF2	RAD21	9541.XP_005539887.1	9541.XP_005564020.1	0	0	0	0	0.439	0	0	0.174	0.516
NUF2	MCMDC2	9541.XP_005539887.1	9541.XP_005563516.1	0	0	0	0	0.539	0	0	0.045	0.540
NUF2	CCNB3	9541.XP_005539887.1	9541.XP_005593641.1	0	0	0	0	0.540	0	0	0	0.540
NUF2	MCM8	9541.XP_005539887.1	9541.XP_005568447.1	0	0	0	0	0.539	0	0	0.045	0.540
NUF2	NCAPD3	9541.XP_005539887.1	9541.XP_005580259.1	0	0	0	0	0.547	0	0	0	0.547
NUF2	KIF19	9541.XP_005539887.1	9541.XP_005584894.1	0	0	0	0	0.348	0.154	0	0.260	0.556
NUF2	XP_005549078.1	9541.XP_005539887.1	9541.XP_005549078.1	0	0	0	0	0.348	0.154	0	0.260	0.556
NUF2	LIG1	9541.XP_005539887.1	9541.XP_005589781.1	0	0	0	0	0.589	0	0	0	0.589
NUF2	PLK2	9541.XP_005539887.1	9541.XP_005557003.1	0	0	0	0	0.607	0	0	0.043	0.607
NUF2	MCM9	9541.XP_005539887.1	9541.XP_005551740.1	0	0	0	0	0.607	0	0	0.044	0.608
NUF2	NCAPH2	9541.XP_005539887.1	9541.XP_005566939.1	0	0	0	0	0.609	0	0	0	0.609
NUF2	MCM6	9541.XP_005539887.1	9541.XP_005573099.1	0	0	0	0	0.580	0	0	0.113	0.611
NUF2	MCM2	9541.XP_005539887.1	9541.XP_005571855.1	0	0	0	0	0.607	0	0	0.084	0.624
NUF2	PCNA	9541.XP_005539887.1	9541.XP_005568461.1	0	0	0	0	0.634	0	0	0	0.634
NUF2	ESCO1	9541.XP_005539887.1	9541.XP_005587116.1	0	0	0	0	0.609	0	0	0.121	0.641
NUF2	POLD1	9541.XP_005539887.1	9541.XP_005590063.1	0	0	0	0	0.651	0	0	0	0.651
NUF2	MCM4	9541.XP_005539887.1	9541.XP_005563340.1	0	0	0	0	0.670	0	0	0.044	0.671
NUF2	MCM3	9541.XP_005539887.1	9541.XP_005552813.1	0	0	0	0	0.680	0	0	0.043	0.680
NUF2	NCAPG2	9541.XP_005539887.1	9541.XP_005551342.1	0	0	0	0	0.658	0	0	0.105	0.680
NUF2	MCM5	9541.XP_005539887.1	9541.XP_005567519.1	0	0	0	0	0.682	0	0	0.041	0.682
NUF2	POLA1	9541.XP_005539887.1	9541.XP_005593254.1	0	0	0	0	0.660	0	0	0.104	0.682
NUF2	CCNA1	9541.XP_005539887.1	9541.XP_005585703.1	0	0	0	0	0.671	0	0	0.124	0.699
NUF2	MCM7	9541.XP_005539887.1	9541.XP_005549212.1	0	0	0	0	0.676	0	0	0.114	0.700
NUF2	XP_005595939.1	9541.XP_005539887.1	9541.XP_005595939.1	0	0	0	0	0.675	0	0	0.122	0.702
NUF2	POLA2	9541.XP_005539887.1	9541.XP_005577355.1	0	0	0	0	0.658	0	0	0.175	0.705
NUF2	TRIP13	9541.XP_005539887.1	9541.XP_005556595.1	0	0	0	0	0.663	0	0	0.171	0.708
NUF2	FBXO5	9541.XP_005539887.1	9541.XP_005552222.1	0	0	0	0	0.660	0	0	0.185	0.711
NUF2	NCAPD2	9541.XP_005539887.1	9541.XP_005569965.1	0	0	0	0	0.647	0	0	0.236	0.718
NUF2	KIF18B	9541.XP_005539887.1	9541.XP_005584522.1	0	0	0	0	0.572	0.154	0	0.301	0.724
NUF2	PLK4	9541.XP_005539887.1	9541.XP_005555946.1	0	0	0	0	0.663	0	0	0.244	0.734
NUF2	CDC45	9541.XP_005539887.1	9541.XP_005568036.1	0	0	0	0	0.712	0	0	0.119	0.735
NUF2	NCAPH	9541.XP_005539887.1	9541.XP_005575043.1	0	0	0	0	0.688	0	0	0.207	0.742
NUF2	ECT2	9541.XP_005539887.1	9541.XP_005546456.1	0	0	0	0	0.680	0	0	0.236	0.745
NUF2	KIF4A	9541.XP_005539887.1	9541.XP_005593920.1	0	0	0	0	0.676	0.154	0	0.148	0.746
NUF2	KIF4B	9541.XP_005539887.1	9541.XP_005558430.1	0	0	0	0	0.676	0.154	0	0.148	0.746
NUF2	PRC1	9541.XP_005539887.1	9541.XP_005560582.1	0	0	0	0	0.702	0	0	0.207	0.753
NUF2	SMC2	9541.XP_005539887.1	9541.XP_005581210.1	0	0	0	0	0.725	0.079	0	0.113	0.755
NUF2	XP_005557913.1	9541.XP_005539887.1	9541.XP_005557913.1	0	0	0	0	0.715	0	0	0.200	0.762
NUF2	CDK1	9541.XP_005539887.1	9541.XP_005565839.1	0	0	0	0	0.715	0	0	0.200	0.762
NUF2	CCNB1	9541.XP_005539887.1	9541.XP_005558919.1	0	0	0	0	0.675	0	0	0.314	0.767
NUF2	MKI67	9541.XP_005539887.1	9541.XP_005566801.1	0	0	0	0	0.695	0	0	0.291	0.774
NUF2	CDC6	9541.XP_005539887.1	9541.XP_005584144.1	0	0	0	0	0.696	0	0	0.299	0.777
NUF2	ESCO2	9541.XP_005539887.1	9541.XP_005562980.1	0	0	0	0	0.726	0	0	0.236	0.781
NUF2	CCNA2	9541.XP_005539887.1	9541.XP_005555896.1	0	0	0	0	0.726	0	0	0.235	0.781
NUF2	ESPL1	9541.XP_005539887.1	9541.XP_005571050.1	0	0	0	0	0.660	0	0	0.387	0.782
NUF2	ASPM	9541.XP_005539887.1	9541.XP_005540367.1	0	0	0	0	0.720	0	0	0.299	0.795
NUF2	TOP2B	9541.XP_005539887.1	9541.XP_005545688.1	0	0	0	0	0.654	0	0	0.438	0.797
NUF2	CCNB2	9541.XP_005539887.1	9541.XP_005559729.1	0	0	0	0	0.724	0	0	0.301	0.798
NUF2	AURKC	9541.XP_005539887.1	9541.XP_005590555.1	0	0	0	0	0.647	0.073	0	0.434	0.798
NUF2	TOP2A	9541.XP_005539887.1	9541.XP_005584155.1	0	0	0	0	0.720	0	0	0.328	0.803
NUF2	XP_005549994.1	9541.XP_005539887.1	9541.XP_005549994.1	0	0	0	0	0.676	0.216	0	0.301	0.806
NUF2	KIF15	9541.XP_005539887.1	9541.XP_005546914.1	0	0	0	0	0.673	0.154	0	0.385	0.815
NUF2	KIF23	9541.XP_005539887.1	9541.XP_005559975.1	0	0	0	0	0.705	0.154	0	0.332	0.818
NUF2	NCAPG	9541.XP_005539887.1	9541.XP_005554603.1	0	0	0	0	0.757	0	0	0.287	0.819
NUF2	KIF20A	9541.XP_005539887.1	9541.XP_005557943.1	0	0	0	0	0.714	0.154	0	0.332	0.824
NUF2	PLK1	9541.XP_005539887.1	9541.XP_005575426.1	0	0	0	0	0.724	0	0	0.400	0.827
NUF2	SMC4	9541.XP_005539887.1	9541.XP_005546302.1	0	0	0	0	0.688	0.118	0	0.482	0.845
NUF2	CDC20	9541.XP_005539887.1	9541.XP_005543737.1	0	0	0	0	0.758	0	0	0.420	0.853
NUF2	ZWILCH	9541.XP_005539887.1	9541.XP_005559924.1	0	0	0	0	0.671	0	0	0.582	0.856
NUF2	AURKA	9541.XP_005539887.1	9541.XP_005569450.1	0	0	0	0	0.670	0.115	0	0.559	0.859
NUF2	XP_005559295.1	9541.XP_005539887.1	9541.XP_005559295.1	0	0	0	0	0.763	0	0	0.482	0.871
NUF2	AURKB	9541.XP_005539887.1	9541.XP_005582896.1	0	0	0	0	0.719	0.115	0	0.541	0.875
NUF2	MAD2L1	9541.XP_005539887.1	9541.XP_005555868.1	0	0	0	0	0.676	0.216	0	0.548	0.875
NUF2	KIF11	9541.XP_005539887.1	9541.XP_005566011.1	0	0	0	0	0.736	0.154	0	0.542	0.888
NUF2	BUB1B	9541.XP_005539887.1	9541.XP_005559212.1	0	0	0	0	0.712	0.490	0	0.556	0.929
NUF2	CENPE	9541.XP_005539887.1	9541.XP_005555637.1	0	0	0	0	0.715	0.218	0	0.777	0.946
NUF2	BUB1	9541.XP_005539887.1	9541.XP_005575307.1	0	0	0	0	0.724	0.665	0	0.640	0.963
NUF2	NDC80	9541.XP_005539887.1	9541.XP_005587142.1	0	0	0	0	0.755	0.920	0.628	0.883	0.999
PCNA	NUF2	9541.XP_005568461.1	9541.XP_005539887.1	0	0	0	0	0.634	0	0	0	0.634
PCNA	ASPM	9541.XP_005568461.1	9541.XP_005540367.1	0	0	0	0	0.642	0	0	0	0.642
PCNA	CDK18	9541.XP_005568461.1	9541.XP_005540653.1	0	0	0	0	0.572	0.621	0.437	0.301	0.927
PCNA	PLK3	9541.XP_005568461.1	9541.XP_005543618.1	0	0	0	0	0.641	0	0	0	0.641
PCNA	CDC20	9541.XP_005568461.1	9541.XP_005543737.1	0	0	0	0	0.673	0.520	0	0.336	0.886
PCNA	TOP2B	9541.XP_005568461.1	9541.XP_005545688.1	0.141	0	0	0	0.552	0.212	0	0.332	0.770
PCNA	SMC4	9541.XP_005568461.1	9541.XP_005546302.1	0	0	0	0	0.693	0	0	0.409	0.810
PCNA	ECT2	9541.XP_005568461.1	9541.XP_005546456.1	0	0	0	0	0.465	0	0	0	0.465
PCNA	MCM7	9541.XP_005568461.1	9541.XP_005549212.1	0	0	0	0	0.761	0.144	0	0.548	0.899
PCNA	XP_005549994.1	9541.XP_005568461.1	9541.XP_005549994.1	0	0	0	0	0.675	0	0	0.084	0.689
PCNA	CDK14	9541.XP_005568461.1	9541.XP_005550323.1	0	0	0	0	0.572	0.621	0.437	0.301	0.927
PCNA	NCAPG2	9541.XP_005568461.1	9541.XP_005551342.1	0	0	0	0	0.660	0	0	0	0.660
PCNA	MCM9	9541.XP_005568461.1	9541.XP_005551740.1	0	0	0	0	0.694	0.144	0	0.483	0.852
PCNA	FBXO5	9541.XP_005568461.1	9541.XP_005552222.1	0	0	0	0	0.526	0	0	0	0.526
PCNA	MCM3	9541.XP_005568461.1	9541.XP_005552813.1	0	0	0	0	0.761	0.144	0	0.563	0.902
PCNA	HIST1H2BM	9541.XP_005568461.1	9541.XP_005554278.1	0	0	0	0	0.465	0.351	0	0.326	0.745
PCNA	NCAPG	9541.XP_005568461.1	9541.XP_005554603.1	0	0	0	0	0.673	0	0	0	0.673
PCNA	RFC1	9541.XP_005568461.1	9541.XP_005554748.1	0	0	0	0	0.200	0.909	0.491	0.411	0.975
PCNA	MAD2L1	9541.XP_005568461.1	9541.XP_005555868.1	0	0	0	0	0.675	0	0	0.084	0.689
PCNA	CCNA2	9541.XP_005568461.1	9541.XP_005555896.1	0	0	0	0	0.656	0.688	0.296	0.307	0.940
PCNA	PLK4	9541.XP_005568461.1	9541.XP_005555946.1	0	0	0	0	0.584	0	0	0	0.584
PCNA	SMARCA5	9541.XP_005568461.1	9541.XP_005556048.1	0.087	0	0	0	0.388	0.307	0.374	0.099	0.741
PCNA	TRIP13	9541.XP_005568461.1	9541.XP_005556595.1	0.105	0	0	0	0.658	0	0.270	0	0.757
PCNA	PLK2	9541.XP_005568461.1	9541.XP_005557003.1	0	0	0	0	0.658	0	0	0	0.658
PCNA	RAD50	9541.XP_005568461.1	9541.XP_005557789.1	0.058	0	0	0	0.065	0.116	0.665	0.207	0.755
PCNA	XP_005557913.1	9541.XP_005568461.1	9541.XP_005557913.1	0	0	0	0	0.706	0.621	0.437	0.301	0.950
PCNA	KIF20A	9541.XP_005568461.1	9541.XP_005557943.1	0	0	0	0	0.646	0.116	0	0	0.673
PCNA	CCNB1	9541.XP_005568461.1	9541.XP_005558919.1	0	0	0	0	0.658	0.487	0.296	0.243	0.893
PCNA	BUB1B	9541.XP_005568461.1	9541.XP_005559212.1	0	0	0	0	0.653	0	0	0	0.653
PCNA	XP_005559295.1	9541.XP_005568461.1	9541.XP_005559295.1	0	0	0	0	0.625	0	0	0	0.625
PCNA	CCNB2	9541.XP_005568461.1	9541.XP_005559729.1	0	0	0	0	0.658	0.294	0.296	0.243	0.854
PCNA	ZWILCH	9541.XP_005568461.1	9541.XP_005559924.1	0	0	0	0	0.517	0	0	0.058	0.525
PCNA	KIF23	9541.XP_005568461.1	9541.XP_005559975.1	0	0	0	0	0.676	0.125	0	0	0.704
PCNA	PRC1	9541.XP_005568461.1	9541.XP_005560582.1	0	0	0	0	0.675	0	0	0	0.675
PCNA	REC8	9541.XP_005568461.1	9541.XP_005561003.1	0	0	0	0	0.542	0.151	0	0.300	0.704
PCNA	ESCO2	9541.XP_005568461.1	9541.XP_005562980.1	0	0	0	0	0.660	0.684	0.177	0.458	0.945
PCNA	WRN	9541.XP_005568461.1	9541.XP_005563073.1	0.111	0	0	0	0.610	0.861	0.662	0.404	0.988
PCNA	MCM4	9541.XP_005568461.1	9541.XP_005563340.1	0	0	0	0	0.761	0.201	0	0.584	0.913
PCNA	MCMDC2	9541.XP_005568461.1	9541.XP_005563516.1	0	0	0	0	0.675	0.144	0	0.419	0.824
PCNA	RAD21	9541.XP_005568461.1	9541.XP_005564020.1	0	0	0	0	0.542	0.215	0	0.300	0.726
PCNA	CDK1	9541.XP_005568461.1	9541.XP_005565839.1	0	0	0	0	0.706	0.621	0.437	0.301	0.950
PCNA	KIF11	9541.XP_005568461.1	9541.XP_005566011.1	0	0	0	0	0.675	0.054	0	0	0.679
PCNA	SMC3	9541.XP_005568461.1	9541.XP_005566468.1	0	0	0	0	0.505	0	0	0.411	0.695
PCNA	MCM5	9541.XP_005568461.1	9541.XP_005567519.1	0	0	0	0	0.761	0.144	0	0.617	0.914
PCNA	CDC45	9541.XP_005568461.1	9541.XP_005568036.1	0	0	0	0	0.690	0.523	0	0.520	0.922
PCNA	MCM8	9541.XP_005568461.1	9541.XP_005568447.1	0	0	0	0	0.675	0.144	0	0.419	0.824
PCNA	SMC6	9541.XP_005568461.1	9541.XP_005576553.1	0	0	0	0	0.163	0	0	0.385	0.463
PCNA	PLK5	9541.XP_005568461.1	9541.XP_005588682.1	0	0	0	0	0.584	0	0	0	0.584
PCNA	NCAPD2	9541.XP_005568461.1	9541.XP_005569965.1	0	0	0	0	0.598	0	0	0	0.598
PCNA	AURKC	9541.XP_005568461.1	9541.XP_005590555.1	0	0	0	0	0.663	0	0	0	0.663
PCNA	NDC80	9541.XP_005568461.1	9541.XP_005587142.1	0	0	0	0	0.672	0	0	0	0.672
PCNA	AURKB	9541.XP_005568461.1	9541.XP_005582896.1	0	0	0	0	0.675	0	0	0.041	0.675
PCNA	AURKA	9541.XP_005568461.1	9541.XP_005569450.1	0	0	0	0	0.675	0	0	0	0.675
PCNA	BUB1	9541.XP_005568461.1	9541.XP_005575307.1	0	0	0	0	0.675	0	0	0.052	0.678
PCNA	PLK1	9541.XP_005568461.1	9541.XP_005575426.1	0	0	0	0	0.686	0	0	0	0.686
PCNA	NCAPH	9541.XP_005568461.1	9541.XP_005575043.1	0	0	0	0	0.531	0	0	0.385	0.699
PCNA	XP_005568621.1	9541.XP_005568461.1	9541.XP_005568621.1	0	0	0	0	0.542	0.156	0	0.300	0.705
PCNA	SMC2	9541.XP_005568461.1	9541.XP_005581210.1	0	0	0	0	0.676	0	0	0.207	0.732
PCNA	RB1	9541.XP_005568461.1	9541.XP_005585892.1	0	0	0	0	0.134	0	0.634	0.282	0.752
PCNA	TOP2A	9541.XP_005568461.1	9541.XP_005584155.1	0.141	0	0	0	0.573	0.212	0	0.332	0.781
PCNA	CDC6	9541.XP_005568461.1	9541.XP_005584144.1	0	0	0	0	0.672	0.070	0	0.529	0.843
PCNA	MCM6	9541.XP_005568461.1	9541.XP_005573099.1	0	0	0	0	0.760	0.144	0	0.419	0.870
PCNA	CCNB3	9541.XP_005568461.1	9541.XP_005593641.1	0	0	0	0	0.753	0.166	0.296	0.243	0.875
PCNA	MCM2	9541.XP_005568461.1	9541.XP_005571855.1	0	0	0	0	0.766	0.144	0	0.483	0.887
PCNA	XP_005595939.1	9541.XP_005568461.1	9541.XP_005595939.1	0	0	0	0	0.658	0.487	0.296	0.243	0.893
PCNA	ESCO1	9541.XP_005568461.1	9541.XP_005587116.1	0	0	0	0	0.390	0.684	0.177	0.458	0.902
PCNA	CCNA1	9541.XP_005568461.1	9541.XP_005585703.1	0	0	0	0	0.649	0.510	0.296	0.307	0.904
PCNA	CDK17	9541.XP_005568461.1	9541.XP_005571975.1	0	0	0	0	0.572	0.621	0.437	0.301	0.927
PCNA	CDK15	9541.XP_005568461.1	9541.XP_005573997.1	0	0	0	0	0.572	0.621	0.437	0.301	0.927
PCNA	POLA2	9541.XP_005568461.1	9541.XP_005577355.1	0	0	0	0	0.722	0	0.599	0.612	0.952
PCNA	POLA1	9541.XP_005568461.1	9541.XP_005593254.1	0.050	0	0	0	0.716	0.547	0.570	0.573	0.973
PCNA	XP_005571462.1	9541.XP_005568461.1	9541.XP_005571462.1	0	0	0	0	0.200	0.909	0.491	0.411	0.975
PCNA	CHTF18	9541.XP_005568461.1	9541.XP_005590877.1	0	0	0	0	0.631	0.769	0.482	0.619	0.980
PCNA	LIG1	9541.XP_005568461.1	9541.XP_005589781.1	0	0	0	0	0.718	0.921	0.534	0.553	0.994
PCNA	MSH6	9541.XP_005568461.1	9541.XP_005575994.1	0	0	0	0	0.616	0.920	0.595	0.621	0.994
PCNA	POLD1	9541.XP_005568461.1	9541.XP_005590063.1	0.050	0	0	0	0.661	0.932	0.599	0.614	0.995
